fid	COD_SEC	hog_troc	pob_troc	%una_mujer_pon	%un_hombre_pon	%una_muj_1_pon	%un_homb_1_pon	%una_muje__pon	%un_hombr__pon	%dos_adult_pon	%dos_adul__pon	%dos_adu_1_pon	%dos_adu_2_pon	%dos_adu_3_pon	%dos_adu_4_pon	%dos_adu_5_pon	%dos_adu_6_pon	%tres_adul_pon	%dos_adu_7_pon	%dos_adu_8_pon	%dos_adu_9_pon	%cuatro_ad_pon	%cinco_o_m_pon	%hogar_15__pon	%hogar_con_pon	%pob_15_pon	%pob_65_pon	%pob_ext_pon	Densidad_pon	Edad_Prome_pon	per_hog_sec_pon	renta_per_sec_pon	renta_hog_sec_pon	fid	COD_SEC	Código_es	nombre_est	
28	1031	494	925	0,1463	0,1672	0,0523	0,0209	0,0169	0,0016	0,1624	0,0587	0,0273	0,0088	0,0016	0,0265	0,0079	0,0024	0,0515	0,0056	0	0,0024	0,0088	0,0338	0	0	0,0691	0,0997	0,2549	344,2890188	34,100567	1,608	10730,988	21772,32	28	1031	113	Tirso de Molina	ok
29	1032	607	1154	0,1014	0,1118	0,034	0,011	0,0088	0,0027	0,1195	0,0252	0,023	0,0126	0,0027	0,0159	0,003	0,0011	0,0279	0,0137	0,0005	0,0005	0,0126	0,0192	0,0005	0,0005	0,0488	0,0658	0,1343	210,6249561	22,925807	1,13145882	10955,068	22844,476	29	1032	517	La Latina	ok
29	1032	651	1238	0,1088	0,12	0,0365	0,0118	0,0094	0,0029	0,1282	0,027	0,0247	0,0135	0,0029	0,0171	0,0032	0,0012	0,03	0,0147	0,0006	0,0006	0,0135	0,0206	0,0006	0,0006	0,0523	0,0706	0,1441	225,9990405	24,599224	1,21404706	11754,708	24511,956	29	1032	304	Embajadores	ok
29	1032	1107	2106	0,185	0,204	0,062	0,02	0,016	0,005	0,218	0,046	0,042	0,023	0,005	0,029	0,0054	0,002	0,051	0,025	0,001	0,001	0,023	0,035	0,001	0,001	0,089	0,12	0,245	384,3521096	41,835415	2,06470588	19991	41687	29	1032	519	Acacias	ok
29	1032	1074	2043	0,1795	0,1979	0,0601	0,0194	0,0155	0,0049	0,2115	0,0446	0,0407	0,0223	0,0049	0,0281	0,0053	0,0019	0,0495	0,0243	0,001	0,001	0,0223	0,034	0,001	0,001	0,0863	0,1164	0,2377	372,8215464	40,580352	2,00276471	19391,27	40436,39	29	1032	518	Puerta de Toledo	ok
30	1033	526	971	0,1531	0,2007	0,0437	0,0211	0,0047	0	0,1437	0,0484	0,0234	0,0078	0,0008	0,0195	0,0058	0,0031	0,0383	0,0141	0	0	0,0242	0,0266	0	0,0008	0,0445	0,0984	0,2624	549,8276416	33,860614	1,5004374	12738,891	24746,766	30	1033	517	La Latina	ok
30	1033	560	1033	0,1629	0,2136	0,0465	0,0224	0,005	0	0,1529	0,0515	0,0249	0,0083	0,0008	0,0208	0,0062	0,0033	0,0407	0,015	0	0	0,0258	0,0283	0	0,0008	0,0474	0,1047	0,2792	585,0278747	36,028387	1,59649614	13554,441	26331,066	30	1033	518	Puerta de Toledo	ok
30	1033	674	1243	0,196	0,257	0,056	0,027	0,006	0	0,184	0,062	0,03	0,01	0,001	0,025	0,0074	0,004	0,049	0,018	0	0	0,031	0,034	0	0,001	0,057	0,126	0,336	704,0046627	43,35546	1,92117465	16311	31686	30	1033	113	Tirso de Molina	ok
30	1033	340	626	0,0988	0,1295	0,0282	0,0136	0,003	0	0,0927	0,0312	0,0151	0,005	0,0005	0,0126	0,0037	0,002	0,0247	0,0091	0	0	0,0156	0,0171	0	0,0005	0,0287	0,0635	0,1693	354,81835	21,851152	0,96827202	8220,744	15969,744	30	1033	305	Lavapiés	ok
31	1034	395	745	0,0887	0,1279	0,023	0,0103	0,0059	0	0,1019	0,0196	0,0157	0,0054	0,0044	0,0118	0,0018	0,0025	0,026	0,0059	0,0005	0,0005	0,0142	0,0225	0,0005	0,0005	0,0466	0,0431	0,2185	359,8695821	19,556334	1,00173387	5964,77	12509,21	31	1034	517	La Latina	ok
31	1034	807	1521	0,181	0,261	0,047	0,021	0,012	0	0,208	0,04	0,032	0,011	0,009	0,024	0,0037	0,005	0,053	0,012	0,001	0,001	0,029	0,046	0,001	0,001	0,095	0,088	0,446	734,4277186	39,910885	2,04435484	12173	25529	31	1034	304	Embajadores	ok
31	1034	807	1521	0,181	0,261	0,047	0,021	0,012	0	0,208	0,04	0,032	0,011	0,009	0,024	0,0037	0,005	0,053	0,012	0,001	0,001	0,029	0,046	0,001	0,001	0,095	0,088	0,446	734,4277186	39,910885	2,04435484	12173	25529	31	1034	113	Tirso de Molina	ok
31	1034	643	1212	0,1443	0,208	0,0375	0,0167	0,0096	0	0,1658	0,0319	0,0255	0,0088	0,0072	0,0191	0,003	0,004	0,0422	0,0096	0,0008	0,0008	0,0231	0,0367	0,0008	0,0008	0,0757	0,0701	0,3555	585,3388917	31,808975	1,62935081	9701,881	20346,613	31	1034	114	Antón Martín	ok
31	1034	524	987	0,1175	0,1694	0,0305	0,0136	0,0078	0	0,135	0,026	0,0208	0,0071	0,0058	0,0156	0,0024	0,0032	0,0344	0,0078	0,0006	0,0006	0,0188	0,0299	0,0006	0,0006	0,0617	0,0571	0,2895	476,6435894	25,902164	1,32678629	7900,277	16568,321	31	1034	305	Lavapiés	ok
32	1035	699	1455	0,1584	0,1921	0,0851	0,0297	0,0168	0,003	0,1723	0,0901	0,0208	0,0198	0,0079	0,0228	0,0056	0,004	0,0703	0,0129	0	0,003	0,0277	0,0446	0,003	0	0,0931	0,1554	0,296	486,9315851	42,627574	2,15919881	14051,07	30436,56	32	1035	517	La Latina	ok
32	1035	706	1470	0,16	0,194	0,086	0,03	0,017	0,003	0,174	0,091	0,021	0,02	0,008	0,023	0,0057	0,004	0,071	0,013	0	0,003	0,028	0,045	0,003	0	0,094	0,157	0,299	491,850086	43,058155	2,1810089	14193	30744	32	1035	304	Embajadores	ok
32	1035	506	1054	0,1147	0,1391	0,0617	0,0215	0,0122	0,0022	0,1248	0,0652	0,0151	0,0143	0,0057	0,0165	0,0041	0,0029	0,0509	0,0093	0	0,0022	0,0201	0,0323	0,0022	0	0,0674	0,1126	0,2144	352,6565117	30,872697	1,56378338	10176,381	22043,448	32	1035	113	Tirso de Molina	ok
32	1035	280	582	0,0634	0,0768	0,0341	0,0119	0,0067	0,0012	0,0689	0,036	0,0083	0,0079	0,0032	0,0091	0,0022	0,0016	0,0281	0,0051	0	0,0012	0,0111	0,0178	0,0012	0	0,0372	0,0622	0,1184	194,7726341	17,051029	0,86367953	5620,428	12174,624	32	1035	305	Lavapiés	ok
33	1036	659	1163	0,225	0,226	0,052	0,026	0,009	0,003	0,199	0,047	0,038	0,008	0,005	0,033	0,0091	0,005	0,041	0,015	0	0	0,026	0,033	0	0,002	0,071	0,105	0,325	752,0391387	41,458533	1,92868988	15438	29934	33	1036	517	La Latina	ok
33	1036	659	1163	0,225	0,226	0,052	0,026	0,009	0,003	0,199	0,047	0,038	0,008	0,005	0,033	0,0091	0,005	0,041	0,015	0	0	0,026	0,033	0	0,002	0,071	0,105	0,325	752,0391387	41,458533	1,92868988	15438	29934	33	1036	304	Embajadores	ok
33	1036	418	737	0,1427	0,1433	0,033	0,0165	0,0057	0,0019	0,1262	0,0298	0,0241	0,0051	0,0032	0,0209	0,0058	0,0032	0,026	0,0095	0	0	0,0165	0,0209	0	0,0013	0,045	0,0666	0,2061	476,792814	26,28471	1,22278939	9787,692	18978,156	33	1036	519	Acacias	ok
33	1036	654	1155	0,2234	0,2244	0,0516	0,0258	0,0089	0,003	0,1976	0,0467	0,0377	0,0079	0,005	0,0328	0,009	0,005	0,0407	0,0149	0	0	0,0258	0,0328	0	0,002	0,0705	0,1043	0,3227	746,7748648	41,168323	1,91518905	15329,934	29724,462	33	1036	113	Tirso de Molina	ok
33	1036	430	759	0,1469	0,1476	0,034	0,017	0,0059	0,002	0,1299	0,0307	0,0248	0,0052	0,0033	0,0215	0,0059	0,0033	0,0268	0,0098	0	0	0,017	0,0215	0	0,0013	0,0464	0,0686	0,2122	491,0815576	27,072422	1,25943449	10081,014	19546,902	33	1036	305	Lavapiés	ok
34	1037	554	1077	0,213	0,177	0,096	0,036	0,011	0,004	0,184	0,056	0,029	0,005	0,004	0,02	0,0072	0,004	0,06	0,014	0	0	0,027	0,051	0	0,004	0,086	0,136	0,279	707,1141392	43,217489	2,03977273	15437	32372	34	1037	304	Embajadores	ok
34	1037	553	1076	0,2128	0,1768	0,0959	0,036	0,011	0,004	0,1838	0,0559	0,029	0,005	0,004	0,02	0,0072	0,004	0,0599	0,014	0	0	0,027	0,0509	0	0,004	0,0859	0,1359	0,2787	706,4070251	43,174271	2,03773295	15421,563	32339,628	34	1037	519	Acacias	ok
34	1037	554	1077	0,213	0,177	0,096	0,036	0,011	0,004	0,184	0,056	0,029	0,005	0,004	0,02	0,0072	0,004	0,06	0,014	0	0	0,027	0,051	0	0,004	0,086	0,136	0,279	707,1141392	43,217489	2,03977273	15437	32372	34	1037	305	Lavapiés	ok
35	1038	651	1599	0,201	0,23	0,057	0,026	0,012	0,002	0,18	0,061	0,034	0,015	0,012	0,02	0,0092	0,006	0,051	0,008	0,005	0	0,031	0,037	0,003	0	0,075	0,078	0,533	1305,077838	38,854747	2,5625	13664	27718	35	1038	304	Embajadores	ok
35	1038	651	1599	0,201	0,23	0,057	0,026	0,012	0,002	0,18	0,061	0,034	0,015	0,012	0,02	0,0092	0,006	0,051	0,008	0,005	0	0,031	0,037	0,003	0	0,075	0,078	0,533	1305,077838	38,854747	2,5625	13664	27718	35	1038	305	Lavapiés	ok
36	1039	566	1026	0,187	0,223	0,071	0,042	0,012	0,002	0,177	0,06	0,03	0,016	0,004	0,028	0,0071	0,004	0,065	0,012	0,005	0	0,03	0,023	0	0,002	0,081	0,129	0,326	135,2330696	42,133303	1,99223301	15137	30708	36	1039	304	Embajadores	ok
36	1039	511	926	0,1689	0,2014	0,0641	0,0379	0,0108	0,0018	0,1598	0,0542	0,0271	0,0144	0,0036	0,0253	0,0064	0,0036	0,0587	0,0108	0,0045	0	0,0271	0,0208	0	0,0018	0,0731	0,1165	0,2944	122,1154619	38,046373	1,79898641	13668,711	27729,324	36	1039	519	Acacias	ok
36	1039	74	133	0,0243	0,029	0,0092	0,0055	0,0016	0,0003	0,023	0,0078	0,0039	0,0021	0,0005	0,0036	0,0009	0,0005	0,0085	0,0016	0,0007	0	0,0039	0,003	0	0,0003	0,0105	0,0168	0,0424	17,58029905	5,477329	0,25899029	1967,81	3992,04	36	1039	518	Puerta de Toledo	ok
36	1039	496	899	0,1638	0,1953	0,0622	0,0368	0,0105	0,0018	0,1551	0,0526	0,0263	0,014	0,0035	0,0245	0,0062	0,0035	0,0569	0,0105	0,0044	0	0,0263	0,0201	0	0,0018	0,071	0,113	0,2856	118,464169	36,908773	1,74519612	13260,012	26900,208	36	1039	305	Lavapiés	ok
37	1040	423	837	0,182	0,215	0,059	0,033	0,021	0,007	0,196	0,057	0,024	0,017	0,009	0,019	0,0024	0,005	0,057	0,009	0,002	0,002	0,04	0,043	0	0	0,103	0,121	0,313	680,6424869	41,611872	2,14615385	15964	34120	37	1040	304	Embajadores	ok
37	1040	423	837	0,182	0,215	0,059	0,033	0,021	0,007	0,196	0,057	0,024	0,017	0,009	0,019	0,0024	0,005	0,057	0,009	0,002	0,002	0,04	0,043	0	0	0,103	0,121	0,313	680,6424869	41,611872	2,14615385	15964	34120	37	1040	305	Lavapiés	ok
38	1041	530	968	0,187	0,204	0,075	0,019	0,009	0	0,217	0,066	0,03	0,013	0,006	0,034	0,017	0	0,062	0,009	0	0	0,028	0,023	0	0	0,073	0,126	0,35	556,2373559	41,792969	1,97148676	17089	34290	38	1041	304	Embajadores	ok
38	1041	530	968	0,187	0,204	0,075	0,019	0,009	0	0,217	0,066	0,03	0,013	0,006	0,034	0,017	0	0,062	0,009	0	0	0,028	0,023	0	0	0,073	0,126	0,35	556,2373559	41,792969	1,97148676	17089	34290	38	1041	305	Lavapiés	ok
39	1042	538	1040	0,193	0,225	0,091	0,022	0,009	0,006	0,167	0,065	0,024	0,013	0	0,017	0,0074	0	0,069	0,019	0	0	0,028	0,045	0	0	0,07	0,144	0,33	660,8199066	43,072089	2,03921569	16194	33616	39	1042	304	Embajadores	ok
39	1042	538	1040	0,193	0,225	0,091	0,022	0,009	0,006	0,167	0,065	0,024	0,013	0	0,017	0,0074	0	0,069	0,019	0	0	0,028	0,045	0	0	0,07	0,144	0,33	660,8199066	43,072089	2,03921569	16194	33616	39	1042	113	Tirso de Molina	ok
39	1042	247	477	0,0886	0,1033	0,0418	0,0101	0,0041	0,0028	0,0767	0,0298	0,011	0,006	0	0,0078	0,0034	0	0,0317	0,0087	0	0	0,0129	0,0207	0	0	0,0321	0,0661	0,1515	303,3163371	19,770089	0,936	7433,046	15429,744	39	1042	114	Antón Martín	ok
39	1042	331	641	0,1189	0,1386	0,0561	0,0136	0,0055	0,0037	0,1029	0,04	0,0148	0,008	0	0,0105	0,0046	0	0,0425	0,0117	0	0	0,0172	0,0277	0	0	0,0431	0,0887	0,2033	407,0650625	26,532407	1,25615686	9975,504	20707,456	39	1042	305	Lavapiés	ok
40	1043	625	1146	0,192	0,243	0,053	0,021	0,021	0,006	0,2	0,056	0,029	0,013	0,003	0,022	0,0032	0,003	0,054	0,01	0,002	0	0,029	0,038	0	0,002	0,09	0,107	0,405	864,315002	41,389338	1,99651568	13739	27654	40	1043	517	La Latina	ok
40	1043	625	1146	0,192	0,243	0,053	0,021	0,021	0,006	0,2	0,056	0,029	0,013	0,003	0,022	0,0032	0,003	0,054	0,01	0,002	0	0,029	0,038	0	0,002	0,09	0,107	0,405	864,315002	41,389338	1,99651568	13739	27654	40	1043	113	Tirso de Molina	ok
40	1043	625	1146	0,192	0,243	0,053	0,021	0,021	0,006	0,2	0,056	0,029	0,013	0,003	0,022	0,0032	0,003	0,054	0,01	0,002	0	0,029	0,038	0	0,002	0,09	0,107	0,405	864,315002	41,389338	1,99651568	13739	27654	40	1043	114	Antón Martín	ok
40	1043	349	641	0,1073	0,1358	0,0296	0,0117	0,0117	0,0034	0,1118	0,0313	0,0162	0,0073	0,0017	0,0123	0,0018	0,0017	0,0302	0,0056	0,0011	0	0,0162	0,0212	0	0,0011	0,0503	0,0598	0,2264	483,1520861	23,13664	1,11605226	7680,101	15458,586	40	1043	305	Lavapiés	ok
41	1045	745	1350	0,204	0,227	0,055	0,043	0,019	0,001	0,195	0,059	0,021	0,017	0,001	0,027	0,0013	0,003	0,056	0,013	0,001	0,001	0,026	0,027	0,001	0	0,064	0,138	0,349	510,1068175	42,6711	1,94805195	18444	37065	41	1045	113	Tirso de Molina	ok
41	1045	745	1350	0,204	0,227	0,055	0,043	0,019	0,001	0,195	0,059	0,021	0,017	0,001	0,027	0,0013	0,003	0,056	0,013	0,001	0,001	0,026	0,027	0,001	0	0,064	0,138	0,349	510,1068175	42,6711	1,94805195	18444	37065	41	1045	114	Antón Martín	ok
41	1045	745	1350	0,204	0,227	0,055	0,043	0,019	0,001	0,195	0,059	0,021	0,017	0,001	0,027	0,0013	0,003	0,056	0,013	0,001	0,001	0,026	0,027	0,001	0	0,064	0,138	0,349	510,1068175	42,6711	1,94805195	18444	37065	41	1045	305	Lavapiés	ok
42	1046	806	1540	0,176	0,208	0,083	0,046	0,01	0,001	0,174	0,069	0,031	0,017	0,001	0,031	0,0087	0,005	0,061	0,01	0,002	0	0,032	0,032	0	0	0,074	0,168	0,319	688,196793	44,306472	2,00520833	17594	35904	42	1046	113	Tirso de Molina	ok
42	1046	645	1232	0,1408	0,1664	0,0664	0,0368	0,008	0,0008	0,1392	0,0552	0,0248	0,0136	0,0008	0,0248	0,0069	0,004	0,0488	0,008	0,0016	0	0,0256	0,0256	0	0	0,0592	0,1344	0,2552	550,5574344	35,445178	1,60416667	14075,2	28723,2	42	1046	114	Antón Martín	ok
42	1046	806	1540	0,176	0,208	0,083	0,046	0,01	0,001	0,174	0,069	0,031	0,017	0,001	0,031	0,0087	0,005	0,061	0,01	0,002	0	0,032	0,032	0	0	0,074	0,168	0,319	688,196793	44,306472	2,00520833	17594	35904	42	1046	305	Lavapiés	ok
43	1047	1170	2238	0,206	0,236	0,05	0,027	0,011	0,003	0,212	0,036	0,026	0,013	0,005	0,034	0,006	0,006	0,047	0,016	0,003	0,004	0,019	0,039	0	0	0,09	0,094	0,396	765,1791267	40,782962	2,04383562	15598	32111	43	1047	517	La Latina	ok
43	1047	1170	2238	0,206	0,236	0,05	0,027	0,011	0,003	0,212	0,036	0,026	0,013	0,005	0,034	0,006	0,006	0,047	0,016	0,003	0,004	0,019	0,039	0	0	0,09	0,094	0,396	765,1791267	40,782962	2,04383562	15598	32111	43	1047	113	Tirso de Molina	ok
43	1047	1170	2238	0,206	0,236	0,05	0,027	0,011	0,003	0,212	0,036	0,026	0,013	0,005	0,034	0,006	0,006	0,047	0,016	0,003	0,004	0,019	0,039	0	0	0,09	0,094	0,396	765,1791267	40,782962	2,04383562	15598	32111	43	1047	114	Antón Martín	ok
43	1047	343	656	0,0604	0,0691	0,0147	0,0079	0,0032	0,0009	0,0621	0,0105	0,0076	0,0038	0,0015	0,01	0,0018	0,0018	0,0138	0,0047	0,0009	0,0012	0,0056	0,0114	0	0	0,0264	0,0275	0,116	224,1974841	11,949408	0,59884384	4570,214	9408,523	43	1047	305	Lavapiés	ok
44	1048	622	1235	0,198	0,22	0,066	0,032	0,016	0,003	0,186	0,042	0,027	0,014	0,002	0,023	0,008	0,002	0,072	0,011	0,005	0,003	0,018	0,05	0,002	0	0,083	0,123	0,349	850,8790865	41,775407	2,10391823	14531	30585	44	1048	113	Tirso de Molina	ok
44	1048	622	1235	0,198	0,22	0,066	0,032	0,016	0,003	0,186	0,042	0,027	0,014	0,002	0,023	0,008	0,002	0,072	0,011	0,005	0,003	0,018	0,05	0,002	0	0,083	0,123	0,349	850,8790865	41,775407	2,10391823	14531	30585	44	1048	114	Antón Martín	ok
44	1048	622	1235	0,198	0,22	0,066	0,032	0,016	0,003	0,186	0,042	0,027	0,014	0,002	0,023	0,008	0,002	0,072	0,011	0,005	0,003	0,018	0,05	0,002	0	0,083	0,123	0,349	850,8790865	41,775407	2,10391823	14531	30585	44	1048	305	Lavapiés	ok
45	1049	728	1290	0,21	0,235	0,051	0,049	0,008	0,003	0,194	0,054	0,029	0,011	0,001	0,022	0,0027	0,001	0,052	0,004	0,003	0	0,032	0,037	0,001	0	0,072	0,115	0,41	948,9189501	41,337176	1,90265487	14668	28256	45	1049	113	Tirso de Molina	ok
45	1049	728	1290	0,21	0,235	0,051	0,049	0,008	0,003	0,194	0,054	0,029	0,011	0,001	0,022	0,0027	0,001	0,052	0,004	0,003	0	0,032	0,037	0,001	0	0,072	0,115	0,41	948,9189501	41,337176	1,90265487	14668	28256	45	1049	114	Antón Martín	ok
45	1049	728	1290	0,21	0,235	0,051	0,049	0,008	0,003	0,194	0,054	0,029	0,011	0,001	0,022	0,0027	0,001	0,052	0,004	0,003	0	0,032	0,037	0,001	0	0,072	0,115	0,41	948,9189501	41,337176	1,90265487	14668	28256	45	1049	305	Lavapiés	ok
46	1050	477	840	0,1296	0,1527	0,0401	0,0191	0,0072	0	0,1395	0,0362	0,0145	0,0053	0,002	0,0211	0,0054	0,002	0,0342	0,0066	0,002	0	0,0171	0,0224	0,0007	0	0,0474	0,0783	0,2448	479,0734906	27,720881	1,276	9830,52	19454,428	46	1050	304	Embajadores	ok
46	1050	725	1276	0,197	0,232	0,061	0,029	0,011	0	0,212	0,055	0,022	0,008	0,003	0,032	0,0083	0,003	0,052	0,01	0,003	0	0,026	0,034	0,001	0	0,072	0,119	0,372	728,0752136	42,128998	1,93920973	14940	29566	46	1050	113	Tirso de Molina	ok
46	1050	368	648	0,1001	0,1179	0,031	0,0147	0,0056	0	0,1077	0,0279	0,0112	0,0041	0,0015	0,0163	0,0042	0,0015	0,0264	0,0051	0,0015	0	0,0132	0,0173	0,0005	0	0,0366	0,0605	0,189	369,8622085	21,401531	0,98511854	7589,52	15019,528	46	1050	114	Antón Martín	ok
46	1050	725	1276	0,197	0,232	0,061	0,029	0,011	0	0,212	0,055	0,022	0,008	0,003	0,032	0,0083	0,003	0,052	0,01	0,003	0	0,026	0,034	0,001	0	0,072	0,119	0,372	728,0752136	42,128998	1,93920973	14940	29566	46	1050	305	Lavapiés	ok
47	1051	799	1459	0,196	0,268	0,049	0,03	0,008	0	0,196	0,056	0,026	0,019	0,003	0,029	0,005	0,003	0,036	0,01	0	0,003	0,019	0,041	0,003	0,001	0,076	0,101	0,431	961,7721924	41,402049	1,92989418	13986	27445	47	1051	114	Antón Martín	ok
47	1051	799	1459	0,196	0,268	0,049	0,03	0,008	0	0,196	0,056	0,026	0,019	0,003	0,029	0,005	0,003	0,036	0,01	0	0,003	0,019	0,041	0,003	0,001	0,076	0,101	0,431	961,7721924	41,402049	1,92989418	13986	27445	47	1051	305	Lavapiés	ok
48	1053	751	1301	0,221	0,224	0,064	0,033	0,004	0,003	0,186	0,067	0,036	0,008	0	0,027	0,0067	0,004	0,061	0,011	0,001	0	0,015	0,028	0	0,001	0,06	0,144	0,317	278,8278306	43,967005	1,90483163	18385	35694	48	1053	115	Estación del Arte	ok
48	1053	598	1036	0,1759	0,1783	0,0509	0,0263	0,0032	0,0024	0,1481	0,0533	0,0287	0,0064	0	0,0215	0,0053	0,0032	0,0486	0,0088	0,0008	0	0,0119	0,0223	0	0,0008	0,0478	0,1146	0,2523	221,9469532	34,997736	1,51624597	14634,46	28412,424	48	1053	114	Antón Martín	ok
48	1053	673	1166	0,198	0,2007	0,0573	0,0296	0,0036	0,0027	0,1667	0,06	0,0323	0,0072	0	0,0242	0,006	0,0036	0,0547	0,0099	0,0009	0	0,0134	0,0251	0	0,0009	0,0538	0,129	0,284	249,8297362	39,394437	1,70672914	16472,96	31981,824	48	1053	305	Lavapiés	ok
49	1054	420	792	0,1905	0,1852	0,067	0,0256	0,0053	0	0,1852	0,0467	0,0318	0,0115	0	0,0221	0,0019	0	0,0423	0,0097	0,0071	0	0,0132	0,037	0	0	0,0573	0,1147	0,3025	522,0120942	37,471694	1,69238462	13961,178	27077,4	49	1054	304	Embajadores	ok
49	1054	476	898	0,216	0,21	0,076	0,029	0,006	0	0,21	0,053	0,036	0,013	0	0,025	0,0021	0	0,048	0,011	0,008	0	0,015	0,042	0	0	0,065	0,13	0,343	591,850447	42,484914	1,91880342	15829	30700	49	1054	114	Antón Martín	ok
49	1054	312	589	0,1417	0,1378	0,0499	0,019	0,0039	0	0,1378	0,0348	0,0236	0,0085	0	0,0164	0,0014	0	0,0315	0,0072	0,0052	0	0,0098	0,0276	0	0	0,0426	0,0853	0,225	388,2538932	27,870103	1,25873504	10383,824	20139,2	49	1054	305	Lavapiés	ok
50	1055	472	843	0,1536	0,1553	0,0735	0,0175	0,015	0,0017	0,1511	0,0785	0,0342	0,0175	0,0042	0,0351	0,0059	0,0017	0,0501	0,0159	0,0017	0	0,0117	0,01	0	0	0,0685	0,1461	0,1754	545,3395368	37,817205	1,58665725	16351,805	31182,24	50	1055	304	Embajadores	ok
50	1055	565	1009	0,184	0,186	0,088	0,021	0,018	0,002	0,181	0,094	0,041	0,021	0,005	0,042	0,0071	0,002	0,06	0,019	0,002	0	0,014	0,012	0	0	0,082	0,175	0,21	653,1012417	45,290066	1,90018832	19583	37344	50	1055	305	Lavapiés	ok
51	1056	474	920	0,198	0,135	0,133	0,034	0,017	0	0,139	0,093	0,03	0,017	0,004	0,034	0,0148	0,002	0,078	0,017	0	0,002	0,023	0,03	0	0	0,084	0,214	0,187	537,4224895	46,799578	2,02643172	18070	36743	51	1056	304	Embajadores	ok
51	1056	474	920	0,198	0,135	0,133	0,034	0,017	0	0,139	0,093	0,03	0,017	0,004	0,034	0,0148	0,002	0,078	0,017	0	0,002	0,023	0,03	0	0	0,084	0,214	0,187	537,4224895	46,799578	2,02643172	18070	36743	51	1056	305	Lavapiés	ok
52	1057	169	308	0,0326	0,0372	0,0335	0,0091	0,0025	0	0,0314	0,0277	0,0074	0,0029	0,0009	0,008	0,0021	0,0009	0,014	0,002	0	0,0007	0,0047	0,0054	0	0,0002	0,0165	0,0613	0,0392	47,41966522	10,893573	0,42183402	4864,522	9266,542	52	1057	303	Palos de la Frontera	ok
52	1057	454	825	0,0873	0,0999	0,0897	0,0245	0,0066	0	0,0843	0,0742	0,0197	0,0078	0,0024	0,0215	0,0055	0,0024	0,0377	0,0054	0	0,0018	0,0126	0,0144	0	0,0006	0,0443	0,1645	0,1052	127,1612547	29,212363	1,13119616	13044,772	24849,292	52	1057	116	Atocha-Renfe	ok
52	1057	725	1317	0,1394	0,1595	0,1433	0,0392	0,0105	0	0,1347	0,1184	0,0315	0,0124	0,0038	0,0344	0,0088	0,0038	0,0602	0,0086	0	0,0029	0,0201	0,0229	0	0,001	0,0707	0,2626	0,1681	203,0752479	46,65185	1,80650892	20832,37	39684,07	52	1057	115	Estación del Arte	ok
52	1057	288	523	0,0553	0,0633	0,0569	0,0155	0,0042	0	0,0534	0,047	0,0125	0,0049	0,0015	0,0136	0,0035	0,0015	0,0239	0,0034	0	0,0011	0,008	0,0091	0	0,0004	0,028	0,1042	0,0667	80,59216646	18,51419	0,71692867	8267,506	15748,966	52	1057	305	Lavapiés	ok
53	1058	95	194	0,0471	0,0418	0,0165	0,0098	0,0029	0,0008	0,0463	0,0314	0,0082	0,0059	0,0008	0,009	0,0015	0	0,0173	0,0059	0,0021	0,0008	0,0098	0,0074	0,0008	0	0,0229	0,0511	0,0692	41,06394831	11,937897	0,58043582	5323,192	11783,268	53	1058	116	Atocha-Renfe	ok
53	1058	110	226	0,0547	0,0485	0,0192	0,0114	0,0034	0,0009	0,0538	0,0365	0,0096	0,0068	0,0009	0,0105	0,0017	0	0,0201	0,0068	0,0025	0,0009	0,0114	0,0087	0,0009	0	0,0266	0,0593	0,0803	47,70210537	13,867707	0,67426567	6183,708	13688,082	53	1058	115	Estación del Arte	ok
53	1058	356	731	0,177	0,157	0,062	0,037	0,011	0,003	0,174	0,118	0,031	0,022	0,003	0,034	0,0056	0	0,065	0,022	0,008	0,003	0,037	0,028	0,003	0	0,086	0,192	0,26	154,3757455	44,87931	2,18208955	20012	44298	53	1058	114	Antón Martín	ok
53	1058	174	357	0,0866	0,0768	0,0303	0,0181	0,0054	0,0015	0,0851	0,0577	0,0152	0,0108	0,0015	0,0166	0,0027	0	0,0318	0,0108	0,0039	0,0015	0,0181	0,0137	0,0015	0	0,0421	0,0939	0,1271	75,48973957	21,945983	1,06704179	9785,868	21661,722	53	1058	305	Lavapiés	ok
54	1059	838	1537	0,167	0,223	0,073	0,044	0,011	0,001	0,183	0,08	0,025	0,018	0,001	0,035	0,0072	0,001	0,049	0,017	0,002	0,001	0,027	0,035	0	0	0,063	0,178	0,286	449,1779783	44,314154	1,95547074	19212	37935	54	1059	115	Estación del Arte	ok
54	1059	838	1537	0,167	0,223	0,073	0,044	0,011	0,001	0,183	0,08	0,025	0,018	0,001	0,035	0,0072	0,001	0,049	0,017	0,002	0,001	0,027	0,035	0	0	0,063	0,178	0,286	449,1779783	44,314154	1,95547074	19212	37935	54	1059	114	Antón Martín	ok
54	1059	473	867	0,0942	0,1258	0,0412	0,0248	0,0062	0,0006	0,1032	0,0451	0,0141	0,0102	0,0006	0,0197	0,004	0,0006	0,0276	0,0096	0,0011	0,0006	0,0152	0,0197	0	0	0,0355	0,1004	0,1613	253,3363798	24,993183	1,1028855	10835,568	21395,34	54	1059	305	Lavapiés	ok
